osm_type,name,surveillance_type,opening_hours,latitude,longitude
node,7-Eleven,,24/7,14.6039627,120.9727364
node,JC Mini Mart,,,14.6016917,120.9758531
node,7-Eleven,,24/7,14.6033787,120.9853138
node,Uncle John's,,24/7,14.627596,121.0664195
node,Palanca Community Police Precinct,,,14.5951364,120.9842348
node,Bulwagang Pambarangay ng Barangay 493,,,14.6253276,120.9895919
node,,camera,,14.6243641,120.9815596
node,7-Eleven,,24/7,14.6099869,120.9651737
node,Barangay 55 Hall,,,14.6177635,120.9710658
node,Barangay 97,,,14.6216124,120.9647878
node,Bulwagang Pambarangay ng Barangay 99,,,14.6265396,120.962749
node,Express Minimart,,,14.6931861,121.0716346
node,7-Eleven,,24/7,14.706703,121.0669186
node,Anting Store,,,14.6720549,121.0674772
node,No Brand,,,14.6523155,121.075407
node,Eastwood Cyber & Fashion Mall,,,14.6089335,121.0801732
node,Team Network Fire Rescue Department,,,14.6559215,121.0098124
node,Alfamart,,07:00-22:00,14.6525831,121.0211474
node,Milcare General Merchandise,,,14.5976502,120.9581199
node,7-Eleven,,24/7,14.6492199,121.0044412
node,Napuli Store,,,14.6907129,121.0819886
node,Marites' Sari-Sari and Flower Shop,,,14.6863346,121.0654327
node,7-Eleven,,24/7,14.6865616,121.0644054
node,Marzan Store,,,14.6864527,121.0619813
node,Annie's Store,,,14.6792967,121.054103
node,7-Eleven,,24/7,14.6205174,121.0611813
node,7-Eleven,,24/7,14.6180024,121.0560336
node,Riczel Store,,,14.7080741,121.0319956
node,7-Eleven,,24/7,14.6763452,121.0421188
node,Unnamed Convenience Store,,08:00-20:00,14.6823227,121.0551115
node,Police Community Precinct No. 1,,,14.6720666,121.0688786
node,Vhea & Des Store,,,14.694994,121.0847177
node,Mightee Mart,,24/7,14.7020615,121.0679567
node,Unnamed Convenience Store,,08:00-20:00,14.6991495,121.0628202
node,FamilyMart,,,14.6998137,121.0601762
node,Police Station No. 16,,,14.7354736,121.0694244
node,7-Eleven,,24/7,14.7356766,121.0693316
node,Barangay Payatas Fire and Rescue,,,14.7146967,121.0965899
node,Cathmialab,,,14.616423,121.001696
node,,camera,,14.6205373,121.0002905
node,Premium Choice Meatshop,,,14.6308121,120.9954506
node,Unnamed Convenience Store,,08:00-20:00,14.6224909,120.9722239
node,Armonic Store,,,14.621822,120.9720536
node,Amaro Store,,,14.6138678,120.9605891
node,Bulwagang Pambarangay ng Mangga,,,14.6237672,121.0620256
node,Escopa Police Community Precinct,,,14.6278321,121.0721435
node,Bulwagang Pambarangay ng Botocan,,,14.6368316,121.0628644
node,7-Eleven,,24/7,14.5668869,120.9933824
node,Nabi Mini Mart,,,14.5665444,120.9931228
node,Abad Store,,,14.6839705,121.1017915
node,7-Eleven,,24/7,14.6427924,121.0391595
node,Alfamart,,07:00-22:00,14.7330918,121.0562624
node,The Marketplace,,,14.6361786,121.035317
node,Unnamed Convenience Store,,08:00-20:00,14.7129301,121.0523282
node,7-Eleven,,24/7,14.6839336,121.0863958
node,San Roque Supermarket,,,14.6866166,121.0853841
node,Shell Select,,,14.6411444,121.0337751
node,7-Eleven,,24/7,14.6269304,120.9703384
node,AC 7 Mini Mart,,,14.5648073,120.9950382
node,Robinsons Supermarket,,,14.6387324,121.0004039
node,K-Mart,,,14.612263,120.9628532
node,7-Eleven,,24/7,14.6282577,121.0547642
node,Unnamed Convenience Store,,08:00-20:00,14.5859492,120.9884375
node,Shell Select,,,14.6748516,121.0806036
node,NCAP Pureza,,,14.6017301,121.0043842
node,Unnamed Convenience Store,,08:00-20:00,14.5844047,121.0033989
node,Unnamed Convenience Store,,08:00-20:00,14.5791901,121.0055236
node,Mina Korean,,,14.5669126,120.9927457
node,Jobette Mini Mart,,,14.5686863,120.9914455
node,Unnamed Convenience Store,,08:00-20:00,14.5686119,120.991444
node,Mina Korean,,,14.5668211,120.9927606
node,4V Sari-sari Store,,,14.7347975,121.0339417
node,Unnamed Convenience Store,,08:00-20:00,14.6445948,121.0640675
node,Unnamed Convenience Store,,08:00-20:00,14.6445351,121.0640364
node,Unnamed Convenience Store,,08:00-20:00,14.6451813,121.0639671
node,Landers,,,14.6505749,121.0754303
node,Tindahan ni Nancy,,,14.6596371,121.0675148
node,Alice Store,,,14.6596334,121.067352
node,Remy's Aces Sari Sariwa Store,,09:00-23:00,14.6600818,121.0681265
node,Barangay 590 Zone 58 Hall,,,14.5986503,121.0146358
node,Barangay 591 Hall,,,14.600464,121.0130748
node,Barangay 593 Hall,,,14.601158,121.0105261
node,Barangay 592 Hall,,,14.6003686,121.0128225
node,Barangay 587 Hall,,,14.6021987,121.0124417
node,Barangay 587-A Hall,,,14.6024744,121.0151778
node,Dali Everyday Grocery,,07:00-22:00,14.6025071,121.0155333
node,Unnamed Convenience Store,,08:00-20:00,14.6644777,121.068283
node,Gaga's Sari Sari Store,,,14.7150709,121.0434435
node,Unnamed Convenience Store,,08:00-20:00,14.7149744,121.0433204
node,Aling Ine's,,,14.7147586,121.0437585
node,SHOPMORE,,,14.7149412,121.0443153
node,Unnamed Convenience Store,,08:00-20:00,14.7150964,121.0441834
node,Unnamed Convenience Store,,08:00-20:00,14.7150767,121.0442864
node,Unnamed Convenience Store,,08:00-20:00,14.715059,121.0443658
node,Talipapa,,,14.7150632,121.0444704
node,Unnamed Convenience Store,,08:00-20:00,14.7143233,121.0435751
node,7-Eleven,,24/7,14.6846127,121.1053211
node,Korean Grocery Store,,,14.6843054,121.1050567
node,Cho Korean Mart,,Mo-Su 07:00-22:00,14.6402252,121.0146325
node,7-Eleven,,24/7,14.715711,121.0610747
node,Treats,,,14.602511,121.0105155
node,Uncle John's,,24/7,14.6461032,121.0602458
node,Uncle John's,,24/7,14.6465266,121.0592319
node,Puregold Herbosa @DiviMart,,,14.6182732,120.9682902
node,Unnamed Convenience Store,,08:00-20:00,14.7152755,121.0436713
node,7-Eleven,,24/7,14.6401288,121.0151164
node,Ever,,,14.632196,120.980074
node,Pandacan Police Station 10,,,14.5907143,121.0093085
node,Meisic Police Station (PS-11),,,14.6043803,120.9732004
node,7-Eleven,,24/7,14.609959,120.9677942
node,Proverb's Store,,,14.6642273,121.0422392
node,Oxva Fire and Rescue Volunteers Headquarters,,,14.5939496,121.0232377
node,Moriones Fire and Rescue Volunteer Sta. Mesa Substation,,,14.6019774,121.0105645
node,Bocood Fire Station,,,14.5910742,121.0199646
node,V. Mapa Police Community Precint,,,14.5993689,121.0171453
node,Unnamed Convenience Store,guard,08:00-20:00,14.7177293,121.0545387
node,7-Eleven,,24/7,14.63713,121.0012268
node,Lawson,,24/7,14.6428679,121.0380761
node,7-Eleven,,24/7,14.6065167,120.9889939
node,Saeromi Korean Mart,,24/7,14.5616704,120.9952537
node,WeShop Supermarket,,,14.5621954,120.9956585
node,Soy & Bean,,,14.6396274,121.0295631
node,Unnamed Convenience Store,guard,08:00-20:00,14.6004853,120.9846985
node,7-Eleven,,24/7,14.724573,121.0339706
node,Market 88,,,14.6082908,120.9786702
node,Uncle John's,,24/7,14.5782815,120.9833457
node,General Store,,,14.6963696,121.0324556
node,MRS Minimart,,,14.6963449,121.0324435
node,Unnamed Convenience Store,guard,08:00-20:00,14.7268645,121.114996
node,Uncle John's,,24/7,14.5918454,121.0586562
node,Unnamed Convenience Store,guard,08:00-20:00,14.7059831,121.0782801
node,Unnamed Convenience Store,guard,08:00-20:00,14.7359406,121.068122
node,7-Eleven,,24/7,14.63288,120.9570496
node,Alfamart,,07:00-22:00,14.579769,120.9777748
node,Shell Select,,,14.6373091,121.0412197
node,Unnamed Convenience Store,guard,08:00-20:00,14.739783,121.0467009
node,Unnamed Convenience Store,guard,08:00-20:00,14.7384197,121.0470602
node,Unnamed Convenience Store,guard,08:00-20:00,14.7304495,121.0308608
node,Unnamed Convenience Store,guard,08:00-20:00,14.7288341,121.0312285
node,7-Eleven,,24/7,14.6177096,120.9610961
node,Unnamed Convenience Store,guard,08:00-20:00,14.7379061,121.0587761
node,Unnamed Convenience Store,guard,08:00-20:00,14.7357359,121.061213
node,Unnamed Convenience Store,guard,08:00-20:00,14.7364905,121.0475
node,Unnamed Convenience Store,,08:00-20:00,14.6097657,121.036565
node,Robinsons Easymart,,Mo-Su 07:00-22:00,14.6531477,121.0182723
node,Barangay 409 Zone 42 Hall,,,14.602105,120.9979371
node,7-Eleven,,24/7,14.6019361,120.997741
node,Unnamed Convenience Store,,08:00-20:00,14.5666778,121.0184895
node,Extramore Convenience Store,,,14.6474554,121.064116
node,Ejeah Store,,,14.6467497,121.0639001
node,Malou's Store,,,14.6471786,121.0638431
node,Unnamed Convenience Store,,08:00-20:00,14.6451456,121.0639079
node,Turejo,,,14.6444721,121.0644279
node,Felonia Store,,,14.6448171,121.0651967
node,Mano's Stop,,,14.6455325,121.0629467
node,SM Hypermarket,,,14.6250603,120.9643824
node,Alfamart,,07:00-22:00,14.6248137,120.9630963
node,Unnamed Convenience Store,guard,08:00-20:00,14.6400672,121.0330815
node,Unnamed Convenience Store,guard,08:00-20:00,14.7343665,121.0534122
node,Unnamed Convenience Store,guard,08:00-20:00,14.7348339,121.0336951
node,Unnamed Convenience Store,guard,08:00-20:00,14.7250466,121.0481901
node,Unnamed Convenience Store,guard,08:00-20:00,14.7230309,121.0423164
node,Yayay Sari-Sari Store,,,14.58481,121.0000062
node,Unnamed Convenience Store,guard,08:00-20:00,14.7331027,121.0523986
node,Unnamed Convenience Store,guard,08:00-20:00,14.7297524,121.0590798
node,Ever Supermarket,,,14.6521627,120.9969565
node,Barangay 207 Zone 19 Hall,,,14.6274804,120.9801847
node,Unnamed Convenience Store,guard,08:00-20:00,14.7299075,121.0578104
node,Unnamed Convenience Store,guard,08:00-20:00,14.7339216,121.054496
node,Unnamed Convenience Store,,08:00-20:00,14.7073341,121.0689238
node,Unnamed Convenience Store,,08:00-20:00,14.7062121,121.0732289
node,Robinsons Easymart,,,14.7356451,121.0556046
node,Divimart,,,14.6181865,120.9679954
node,Unnamed Convenience Store,guard,08:00-20:00,14.7274882,121.0470746
node,Unnamed Convenience Store,guard,08:00-20:00,14.7222558,121.0418711
node,Unnamed Convenience Store,guard,08:00-20:00,14.68053,121.0176173
node,7-Eleven,,24/7,14.6170024,120.9762385
node,Unnamed Convenience Store,guard,08:00-20:00,14.716302,121.0414691
node,Unnamed Convenience Store,guard,08:00-20:00,14.726445,121.0582933
node,Unnamed Convenience Store,guard,08:00-20:00,14.7276321,121.061556
node,Unnamed Convenience Store,guard,08:00-20:00,14.7203146,121.0618127
node,Unnamed Convenience Store,guard,08:00-20:00,14.7073234,121.0692642
node,Unnamed Convenience Store,guard,08:00-20:00,14.7072621,121.0695445
node,Unnamed Convenience Store,guard,08:00-20:00,14.7151529,121.0577719
node,Unnamed Convenience Store,guard,08:00-20:00,14.7165099,121.0608577
node,Unnamed Convenience Store,guard,08:00-20:00,14.7136013,121.0615195
node,Unnamed Convenience Store,guard,08:00-20:00,14.7070431,121.0647621
node,Unnamed Convenience Store,guard,08:00-20:00,14.7088918,121.0630986
node,Unnamed Convenience Store,guard,08:00-20:00,14.7311192,121.0616981
node,Shell Shop,,,14.6578112,121.0076418
node,Unnamed Convenience Store,guard,08:00-20:00,14.7247516,121.0552134
node,Unnamed Convenience Store,guard,08:00-20:00,14.7094065,121.0569928
node,Unnamed Convenience Store,guard,08:00-20:00,14.7084055,121.0618941
node,Mega Ocean Grocery,,,14.5958787,120.9834798
node,Barangay 387 Hall,,,14.596856,120.9877411
node,Unnamed Convenience Store,guard,08:00-20:00,14.7072849,121.0634939
node,Alfamart,,07:00-22:00,14.6701004,121.0194851
node,Unnamed Convenience Store,,08:00-20:00,14.6012476,120.9761818
node,Unnamed Convenience Store,guard,08:00-20:00,14.7014301,121.0307117
node,Unnamed Convenience Store,guard,08:00-20:00,14.7036769,121.0346252
node,Ining Store Week 1,,,14.7213955,121.0202283
node,Irene Store Week 1,,,14.7215485,121.0202081
node,Macaria Store Week 1,,,14.7219027,121.0202063
node,Edliz-Anna Liza Tolentino Week 1,,,14.7227973,121.0212519
node,Maysha Store Week 1,,,14.7204488,121.0189273
node,Eddie Store Week 1,,,14.7195783,121.0218445
node,F&M Store Week 1,,,14.7204678,121.0188619
node,Laisa San Diego Week 1,,,14.7194469,121.0222767
node,JoAnne Store Week 1,,,14.7193351,121.0228148
node,Rainde Store,,,14.7209157,121.023732
node,Leticia Sevilla Week 1,,,14.7193996,121.0231126
node,CheChe Store,,,14.721298,121.0238654
node,Rey Pinda Store Week 1,,,14.7214299,121.0239182
node,Dren Repizo,,,14.7224315,121.0243317
node,Julie Gozar,,,14.7216762,121.0244597
node,Joseph Bien,,,14.721513,121.0244382
node,Kuya Ding Store,,,14.7227792,121.0257011
node,Easy Day Shop,,,14.6091869,120.9968787
node,Unnamed Convenience Store,guard,08:00-20:00,14.6802596,121.0155694
node,Uncle John's,,24/7,14.6031133,121.0136211
node,Unnamed Convenience Store,guard,08:00-20:00,14.7030826,121.1043978
node,Unnamed Convenience Store,guard,08:00-20:00,14.703801,121.112425
node,Unnamed Convenience Store,guard,08:00-20:00,14.7039907,121.112187
node,Unnamed Convenience Store,guard,08:00-20:00,14.6908877,121.1010488
node,Unnamed Convenience Store,guard,08:00-20:00,14.6911952,121.1000253
node,Unnamed Convenience Store,guard,08:00-20:00,14.6861033,121.1025951
node,Unnamed Convenience Store,guard,08:00-20:00,14.6834764,121.1043199
node,Unnamed Convenience Store,guard,08:00-20:00,14.683493,121.1041201
node,7-Eleven,,24/7,14.5818841,120.9862622
node,Unnamed Convenience Store,,08:00-20:00,14.7090026,121.07676
node,Unnamed Convenience Store,guard,08:00-20:00,14.6986147,121.0624248
node,Unnamed Convenience Store,guard,08:00-20:00,14.6946309,121.0672387
node,Unnamed Convenience Store,guard,08:00-20:00,14.6967786,121.0654755
node,Unnamed Convenience Store,guard,08:00-20:00,14.6970214,121.0647181
node,Unnamed Convenience Store,guard,08:00-20:00,14.6928701,121.0669987
node,Unnamed Convenience Store,guard,08:00-20:00,14.686564,121.0732518
node,Unnamed Convenience Store,guard,08:00-20:00,14.6861403,121.0772272
node,7-Eleven,,24/7,14.5809098,121.0099317
node,Barangay 802 Zone 87 Hall,,,14.5727224,121.0024074
node,7-Eleven,,24/7,14.576822,121.006475
node,SAB Police Community Precinct Outpost,,,14.5762126,121.0058387
node,Korean Mart,,,14.676323,121.0347073
node,DALI Everyday Grocery,,07:00-22:00,14.6712522,121.011283
node,Unnamed Convenience Store,guard,08:00-20:00,14.7001816,121.0578218
node,Unnamed Convenience Store,guard,08:00-20:00,14.6928597,121.0634009
node,Unnamed Convenience Store,guard,08:00-20:00,14.6865629,121.0655933
node,Unnamed Convenience Store,guard,08:00-20:00,14.6836042,121.0488193
node,Unnamed Convenience Store,guard,08:00-20:00,14.6909272,121.0473672
node,Unnamed Convenience Store,guard,08:00-20:00,14.6990555,121.0483045
node,Unnamed Convenience Store,guard,08:00-20:00,14.6905728,121.0473746
node,Unnamed Convenience Store,guard,08:00-20:00,14.6881979,121.0463405
node,Asian Favorites Food Mart,,,14.5917728,120.9748848
node,Unnamed Convenience Store,,08:00-20:00,14.5921008,120.9748443
node,Parekoys Store,,,14.5661617,120.9926867
node,2233 Store,,,14.5672446,120.9919204
node,,camera,,14.5639519,120.9938789
node,,camera,,14.5646264,120.9931525
node,,camera,,14.5779127,121.0122163
node,,camera,,14.5773114,121.0129086
node,,camera,,14.5792408,121.012584
node,,camera,,14.5785212,121.0121056
node,,camera,,14.5785339,121.0113336
node,Dali Everyday Grocery,,07:00-22:00,14.7038421,121.0685284
node,SM Supermarket,,,14.5900375,120.9831797
node,Unnamed Convenience Store,guard,08:00-20:00,14.6896198,121.0507998
node,A.B Placer,,Mo-Fr 06:00-21:00,14.5874922,121.0203157
node,Jcel Store,,,14.5874353,121.0198245
node,Quezon City Firefighters Volunteer Association Inc.,,,14.6323415,120.9973454
node,Tessie Sari-sari Store,,,14.5844513,120.999128
node,Shell Select,,,14.5683644,120.9922024
node,7-Eleven,,24/7,14.6677392,121.056342
node,Robinson’s Supermarket,,,14.6700076,121.0533218
node,K Food Mart,,,14.5623212,120.9959612
node,Unnamed Convenience Store,guard,08:00-20:00,14.6829007,121.0791353
node,Seven Eleven,,,14.6968827,121.0660489
node,7-Eleven,,24/7,14.5657718,120.9946019
node,711,,24/7,14.5648626,120.9952037
node,Grainsmart,,Mo-Fr 06:00-20:00,14.5653483,120.9949773
node,Kimly Mart,,,14.6094902,120.9793237
node,,camera,,14.6094933,120.9794608
node,Unnamed Convenience Store,,08:00-20:00,14.5663837,121.0033543
node,J. Bocobo Police Community Precinct 3,,,14.5796997,120.981381
node,7-Eleven,,24/7,14.577413,120.9812157
node,Fünham Mart,,24/7,14.5989484,120.9752473
node,7-Eleven,,24/7,14.6285102,120.9834047
node,Val & Jane,,,14.6310634,121.0695433
node,Relyn Store,,,14.6311148,121.0707461
node,Store Bucks Molvae,,,14.6304807,121.0696584
node,JB's Store,,,14.6303718,121.069451
node,MK Store,,,14.6293703,121.0669612
node,M-boy,,,14.6289088,121.0650887
node,Bidangski Store,,,14.6347728,121.0705407
node,AMJ Store,,,14.627922,121.0697563
node,AC Gomart,,,14.6281991,121.0696391
node,Arsel Store,,,14.6277371,121.0700044
node,Lejay Sari-Sari,,,14.6373207,121.0488295
node,Lerma Sari-Sari,,,14.6261217,121.0607027
node,Square One,,,14.6261621,121.0604718
node,Uncle John's,,24/7,14.6344947,121.0731112
node,7-Eleven,,24/7,14.6209603,121.0220154
node,7-Eleven,,24/7,14.6215539,121.0239811
node,7-Eleven,,24/7,14.6341031,121.0734991
node,Robinsons Easymart,,,14.6362337,121.0734919
node,Perla & Polly,,,14.6321639,121.0206683
node,Abda's Samu't Sari-Sari Store,,,14.6320506,121.0207428
node,Oreo's Sari-Sari Store,,,14.6315992,121.0483043
node,Cath & Weng Store,,,14.6324597,121.0522211
node,Bambam Sari-Sari,,,14.6327488,121.0734952
node,Maricres Sari-Sari,,,14.6325579,121.0734523
node,Blake Austin Sari-Sari,,,14.6325869,121.0734089
node,Uncle John's,,06:00-00:00,14.6523081,121.0363384
node,Funhann 뻔한,,24/7,14.6524082,121.0363706
node,Avs Store,,,14.6333045,121.0550416
node,Alfamart,,07:00-22:00,14.6020621,121.0875937
node,Uncle John's,,24/7,14.6283995,121.062929
node,,camera,,14.7134111,121.031478
node,M&J Store,,,14.6291129,121.062439
node,Barangay Hall Quirino 3A,,,14.6292257,121.0622338
node,Nancy Store,,,14.6292459,121.0626442
node,Kitchie Store,,,14.6304546,121.061241
node,O!Save,,,14.6309296,121.0609443
node,Super8,,,14.6286066,121.0638994
node,Lawson,,,14.6052836,121.0807415
node,Mationg Store,,,14.6054671,121.0832192
node,Amron Store,,,14.6054656,121.0832374
node,J. Victorino Store,,,14.6054896,121.0830204
node,Aling Fely Store,,,14.6054689,121.0831542
node,Jay-Jay Store,,,14.6053801,121.0836839
node,Seban Store,,,14.6072151,121.0845757
node,Hyacinth Store,,,14.6063386,121.0843707
node,Zeus Rasel Store,,,14.6075004,121.0845197
node,Lita's Store,,,14.6075251,121.0845069
node,TJake Store,,,14.6058414,121.0841978
node,Manok Store,,,14.6057679,121.0841697
node,JKP Store,,,14.6061469,121.0842894
node,Erlinda Store,,,14.6070374,121.0845477
node,Alfamart,,07:00-22:00,14.6226938,121.0715717
node,B&C Store,,,14.6237635,121.0712191
node,Jheng Jheng Store,,,14.6233393,121.0713894
node,Jojelai Store,,,14.6257938,121.0707018
node,Ayen Store,,,14.6262656,121.0703484
node,Camico Store,,,14.6253239,121.0708977
node,Jas Jake Store,,,14.6133869,121.0650401
node,Ann Store,,,14.6128826,121.0628499
node,JB Sari-Sari Store,,,14.6127404,121.0623092
node,Katkat Store,,,14.6129363,121.0628026
node,Stuff and Go Store,,,14.6135376,121.0625245
node,Helen Store,,,14.6139047,121.0621769
node,Ocab Mini-Mart,,,14.6136803,121.062435
node,Claire Sari-Sari Store,,,14.6143004,121.0621878
node,AJP Store,,,14.6139303,121.0621691
node,Rose Store,,,14.6141257,121.0623086
node,Fely Store,,,14.6147977,121.0611754
node,RR Canto Store,,,14.6145434,121.0609394
node,Chelie Sarisari Store,,,14.6165979,121.061057
node,Ydel's Store,,,14.6163442,121.0613393
node,ATM Mini Grocery,,,14.6167695,121.060999
node,Trixie & Boninay Store,,,14.6195513,121.0598422
node,J&H Variety Store,,,14.6174023,121.0606939
node,Eds Minimart,,,14.6161384,121.0594223
node,Catherine Store,,,14.6163539,121.0604519
node,Kanto Mart,,,14.6155695,121.0584879
node,Gripon Store,,,14.6150268,121.0567283
node,Ellen Store,,,14.6151749,121.0570982
node,Aryan & Zaylees Store,,,14.6155342,121.0579565
node,Marky Store,,,14.6145139,121.0559427
node,ICCF Grocery,,,14.6611,121.0339326
node,ICCF Family Store,,,14.6610346,121.0341801
node,R&L Sari-Sari Store,,,14.661207,121.0345907
node,Rudymeng Store,,,14.6618192,121.034551
node,Sauco Store,,,14.6611676,121.0355693
node,AC Gomart,,,14.6615695,121.0348568
node,Korean Mart Grocery & Meat Shop,,,14.6613333,121.0349405
node,Earl Cyrenz Sari-Sari Store,,,14.6613856,121.0348408
node,7-Eleven,,24/7,14.6615434,121.0349827
node,Kaius Store,,,14.6617559,121.0338866
node,Dali,,07:00-22:00,14.6616054,121.0338041
node,Ruth Store,,,14.6617769,121.0330337
node,Dian's Store,,,14.6617084,121.0333921
node,Edcris Store,,,14.6719503,121.0687458
node,Lourdes Store,,,14.6721353,121.0687827
node,Victory Store,,,14.6728598,121.0689713
node,Sky Store,,,14.6730641,121.0689099
node,Jaychel Store,,,14.6736358,121.0690405
node,Lab Store,,,14.6734797,121.0691181
node,Angelica Store,,,14.67353,121.0691266
node,Jeana Store,,,14.6736236,121.0691374
node,Fely Store,,,14.6738311,121.0691704
node,Mani's Store,,,14.6739666,121.0690691
node,Flor Store,,,14.6737333,121.0690443
node,Elsie Store,,,14.674625,121.0690915
node,Zeny Store,,,14.6745117,121.0692053
node,Aiden Store,,,14.674342,121.0690795
node,Edna Store,,,14.6750447,121.0692244
node,7-Eleven,,24/7,14.66203,121.0306635
node,M.S. Fernandez Store,,,14.6622483,121.0311074
node,Doree Mae Store,,,14.6622907,121.0311887
node,Gelia's Store,,,14.6616013,121.0293546
node,Annie's Store,,,14.6618475,121.0306663
node,K-Aril Store,,,14.6618696,121.0280708
node,Carvajal Store,,,14.6616296,121.0298183
node,AFM Store,,,14.6614998,121.0299918
node,Virgie's Store,,,14.661875,121.0276553
node,Susan Store,,,14.6613089,121.0272506
node,Headson,,,14.6607689,121.0264435
node,Ryan N Trixie Store,,,14.6595896,121.0243746
node,Coficath Store,,,14.6582024,121.0241214
node,JP's Store,,,14.6599046,121.0255805
node,Inchek Store,,,14.6596296,121.0249557
node,JRG Sari-Sari Store,,,14.6590369,121.0244491
node,Tindahan Ho,,,14.6595932,121.0248504
node,Gussy Store,,,14.6594564,121.0242454
node,Jhon-Lyn Store,,,14.6594903,121.0240104
node,Jhazalyn Store,,,14.6588735,121.024624
node,GFamily Minimart,,,14.6647526,121.022224
node,J&J Lucky Store,,,14.6646439,121.0219781
node,Mightee Mart,,,14.6668464,121.0213492
node,Tindahan ni B,,,14.6686175,121.0202834
node,Bagumbayan Multipurpose Hall,,,14.603708,121.082447
node,Aniger Loading Station,,,14.6274816,121.0478266
node,Nixon & Jenalyn Store,,,14.6280011,121.0489964
node,Super8 Grocery Warehouse,,,14.6280495,121.0491305
node,V.Y.'s Store,,,14.6563694,121.0208953
node,Easy Mart,,,14.6565149,121.0200495
node,Mat Mat's Store,,,14.6558919,121.0229607
node,Alexia Store,,,14.6561988,121.0215401
node,7-Eleven,,24/7,14.6160434,120.9986502
node,Brgy. Hall 513 Z 51,,,14.6165916,120.998516
node,NJ Store,,,14.6165392,120.9935727
node,EC Store,,,14.6163909,120.9935865
node,Jay Bee Maica Store,,,14.6164919,120.9934971
node,Imon Store,,,14.6168612,120.9941162
node,2031 G Mart,,,14.6181629,120.9953258
node,Orravan Store,,,14.6181866,120.9953528
node,Princlen Store,,,14.618882,120.9961203
node,Lucy Store,,,14.6175652,120.9924675
node,2075 Store,,,14.6189106,120.9961481
node,Jing & Jovy Sari-Sari,,,14.6227696,120.9899037
node,Marcos Diaz Store,,,14.618193,120.9931583
node,Arlene Store,,,14.6226505,120.9899908
node,MM's Sari-Sari Store,,,14.6223848,120.9905284
node,Jonel Store,,,14.6198094,120.9929888
node,Rie-An Mini Grocery,,,14.6177736,120.9946563
node,Arnel Store,,,14.6168148,120.9955823
node,Mavii & Friends,,,14.6162864,120.9963683
node,2Sis 2Bro Store,,,14.6192914,120.992232
node,Barangay 511 Barangay Hall,,,14.6185736,120.991631
node,Lorna Store,,,14.6161052,120.9965301
node,Auring Store,,,14.6246973,121.0166407
node,Robe Store,,,14.6192432,120.9921813
node,Nemia Sari-Sari Store,,,14.6242439,121.0159307
node,Marinel Store,,,14.6249577,121.0168696
node,Louie Store,,,14.6248279,121.0168935
node,Gina Store,,,14.6247884,121.0167553
node,Lyca Store,,,14.6247767,121.0166138
node,Rochelle Sari-Sari Store,,,14.6251009,121.0172663
node,Manalo Store,,,14.6252367,121.0172956
node,Yambot Magno Store,,,14.6258649,121.0182259
node,Manzo Store,,,14.6256535,121.0179342
node,Miggy's Store,,,14.6259343,121.0187146
node,Manzano Store,,,14.6257481,121.0182588
node,Cecille Store,,,14.626005,121.0184337
node,Che-Che Store,,,14.6258293,121.0175393
node,Joaquin Store,,,14.6211252,121.0138767
node,Chloe Store,,,14.6262462,121.0173926
node,7-Eleven,,24/7,14.6084421,121.0707256
node,St. Francis Store,,,14.6070527,121.0702526
node,Mightee Mart,,24/7,14.6748381,121.0470458
node,Lucky J Store,,,14.6745336,121.0470252
node,Cora's Store,,,14.6736863,121.0487636
node,Cristy & Vicente Sari-Sari Store,,,14.674744,121.0471913
node,EasyDay Shop,,,14.6179423,120.9623829
node,Dali,,07:00-22:00,14.6180553,120.9621801
node,Alfamart,,07:00-22:00,14.6180077,120.9628183
node,Felynnoor Sari Sari Store,,,14.6859416,121.069892
node,Eyam Store,,,14.6858102,121.0697748
node,RGG Loading Station,,,14.6760998,121.069137
node,Unnamed Convenience Store,,08:00-20:00,14.6859194,121.0698935
node,Rod Store,,,14.6860281,121.0699058
node,Flor Store,,,14.675913,121.0692678
node,Villanueva Store,,,14.6858936,121.0697674
node,Roger Store,,,14.6865628,121.0698264
node,Unnamed Convenience Store,,08:00-20:00,14.6759713,121.0691451
node,Mitoy Store,,,14.6863285,121.0697136
node,Angel & JL Store,,,14.6764205,121.0692701
node,Nhes Store,,,14.6760635,121.069137
node,Select,,,14.6565319,121.0244376
node,7-Eleven,,24/7,14.6481824,121.0273994
node,7-Eleven,,24/7,14.7382365,121.05888
node,7-Eleven,,24/7,14.7401217,121.0611026
node,Dali,,07:00-22:00,14.6252158,121.0488148
node,Dali,,07:00-22:00,14.7067043,121.065548
node,Eomma,,,14.7392021,121.0469653
node,Dali,,07:00-22:00,14.7222399,121.0369509
node,Dali,,07:00-22:00,14.6959823,121.0324686
node,Unnamed Convenience Store,,08:00-20:00,14.6959317,121.0318242
node,Robinsons Supermarket,,,14.6750972,121.0453966
node,Shell Select Express,,,14.6685533,121.0087214
node,Unnamed Convenience Store,,08:00-20:00,14.6722618,121.0430516
node,Unnamed Convenience Store,,08:00-20:00,14.6707225,121.0396036
node,Balingasa Police Community Precinct,,,14.6547654,120.9994268
node,7-Eleven,,24/7,14.6465445,121.0172132
node,Shell Select,,,14.6482299,121.0279924
node,,camera,,14.7411662,121.0656704
node,,camera,,14.7411395,121.0656732
node,DALI Everyday Grocery,,07:00-22:00,14.6820386,121.0328007
